Size of mesh: 50x50
    X           Y           U           V           P   
0.632653    0.204082   -0.101647   -0.032373    1.019750
0.653061    0.204082   -0.095914   -0.036148    1.020133
0.673469    0.204082   -0.089475   -0.039256    1.020456
0.693878    0.204082   -0.082433   -0.041600    1.020708
0.714286    0.204082   -0.074913   -0.043099    1.020877
0.734694    0.204082   -0.067053   -0.043696    1.020957
0.755102    0.204082   -0.059008   -0.043358    1.020943
0.775510    0.204082   -0.050941   -0.042086    1.020837
0.795918    0.204082   -0.043019   -0.039912    1.020641
0.816327    0.204082   -0.035409   -0.036905    1.020365
0.836735    0.204082   -0.028267   -0.033170    1.020018
0.857143    0.204082   -0.021739   -0.028847    1.019614
0.877551    0.204082   -0.015947   -0.024108    1.019169
0.897959    0.204082   -0.010990   -0.019159    1.018696
0.918367    0.204082   -0.006935   -0.014230    1.018212
0.938776    0.204082   -0.003820   -0.009573    1.017731
0.959184    0.204082   -0.001649   -0.005459    1.017266
0.979592    0.204082   -0.000393   -0.002171    1.016827
1.000000    0.204082    0.000000    0.000000    1.016616
0.000000    0.224490    0.000000    0.000000    1.018266
0.020408    0.224490   -0.000834    0.007198    1.017918
0.040816    0.224490   -0.003089    0.014075    1.017277
0.061224    0.224490   -0.006541    0.020439    1.016741
0.081633    0.224490   -0.010993    0.026162    1.016295
0.102041    0.224490   -0.016268    0.031172    1.015926
0.122449    0.224490   -0.022211    0.035432    1.015621
0.142857    0.224490   -0.028685    0.038939    1.015368
0.163265    0.224490   -0.035565    0.041706    1.015158
0.183673    0.224490   -0.042742    0.043758    1.014982
0.204082    0.224490   -0.050114    0.045127    1.014834
0.224490    0.224490   -0.057589    0.045842    1.014710
0.244898    0.224490   -0.065078    0.045929    1.014609
0.265306    0.224490   -0.072500    0.045413    1.014529
0.285714    0.224490   -0.079773    0.044309    1.014472
0.306122    0.224490   -0.086818    0.042631    1.014441
0.326531    0.224490   -0.093559    0.040390    1.014438
0.346939    0.224490   -0.099919    0.037594    1.014469
0.367347    0.224490   -0.105822    0.034256    1.014537
0.387755    0.224490   -0.111192    0.030390    1.014648
0.408163    0.224490   -0.115958    0.026020    1.014805
0.428571    0.224490   -0.120046    0.021175    1.015013
0.448980    0.224490   -0.123390    0.015898    1.015271
0.469388    0.224490   -0.125927    0.010242    1.015582
0.489796    0.224490   -0.127597    0.004275    1.015944
0.510204    0.224490   -0.128352   -0.001922    1.016352
0.530612    0.224490   -0.128150   -0.008256    1.016800
0.551020    0.224490   -0.126963   -0.014618    1.017280
0.571429    0.224490   -0.124773   -0.020889    1.017779
0.591837    0.224490   -0.121582   -0.026940    1.018285
0.612245    0.224490   -0.117407   -0.032636    1.018782
0.632653    0.224490   -0.112285   -0.037838    1.019255
0.653061    0.224490   -0.106275   -0.042409    1.019685
0.673469    0.224490   -0.099458   -0.046219    1.020057
0.693878    0.224490   -0.091940   -0.049149    1.020355
0.714286    0.224490   -0.083845   -0.051100    1.020568
0.734694    0.224490   -0.075323   -0.051997    1.020684
0.755102    0.224490   -0.066537   -0.051795    1.020700
0.775510    0.224490   -0.057666   -0.050485    1.020612
0.795918    0.224490   -0.048896   -0.048096    1.020424
0.816327    0.224490   -0.040415   -0.044702    1.020142
0.836735    0.224490   -0.032404   -0.040418    1.019777
0.857143    0.224490   -0.025033   -0.035400    1.019343
0.877551    0.224490   -0.018450   -0.029845    1.018856
0.897959    0.224490   -0.012777   -0.023985    1.018331
0.918367    0.224490   -0.008105   -0.018084    1.017787
0.938776    0.224490   -0.004489   -0.012425    1.017239
0.959184    0.224490   -0.001948   -0.007315    1.016703
0.979592    0.224490   -0.000468   -0.003067    1.016190
1.000000    0.224490    0.000000    0.000000    1.015942
0.000000    0.244898    0.000000    0.000000    1.018136
0.020408    0.244898   -0.000909    0.008813    1.017759
0.040816    0.244898   -0.003358    0.017054    1.017065
0.061224    0.244898   -0.007099    0.024559    1.016487
0.081633    0.244898   -0.011910    0.031225    1.016008
0.102041    0.244898   -0.017596    0.037003    1.015612
0.122449    0.244898   -0.023987    0.041878    1.015284
0.142857    0.244898   -0.030931    0.045863    1.015011
0.163265    0.244898   -0.038298    0.048987    1.014779
0.183673    0.244898   -0.045969    0.051288    1.014581
0.204082    0.244898   -0.053839    0.052806    1.014409
0.224490    0.244898   -0.061812    0.053579    1.014259
0.244898    0.244898   -0.069799    0.053638    1.014128
0.265306    0.244898   -0.077715    0.053010    1.014016
0.285714    0.244898   -0.085478    0.051716    1.013924
0.306122    0.244898   -0.093011    0.049768    1.013856
0.326531    0.244898   -0.100233    0.047180    1.013816
0.346939    0.244898   -0.107069    0.043960    1.013808
0.367347    0.244898   -0.113440    0.040121    1.013839
0.387755    0.244898   -0.119271    0.035680    1.013915
0.408163    0.244898   -0.124485    0.030660    1.014040
0.428571    0.244898   -0.129008    0.025094    1.014219
0.448980    0.244898   -0.132767    0.019028    1.014456
0.469388    0.244898   -0.135694    0.012520    1.014752
0.489796    0.244898   -0.137724    0.005643    1.015107
0.510204    0.244898   -0.138800   -0.001514    1.015517
0.530612    0.244898   -0.138872   -0.008846    1.015977
0.551020    0.244898   -0.137900   -0.016234    1.016478
0.571429    0.244898   -0.135860   -0.023544    1.017010
0.591837    0.244898   -0.132739   -0.030629    1.017557
0.612245    0.244898   -0.128546   -0.037336    1.018104
0.632653    0.244898   -0.123309   -0.043505    1.018632
0.653061    0.244898   -0.117078   -0.048975    1.019123
0.673469    0.244898   -0.109930   -0.053592    1.019557
0.693878    0.244898   -0.101966   -0.057213    1.019918
0.714286    0.244898   -0.093317   -0.059716    1.020189
0.734694    0.244898   -0.084134   -0.061004    1.020357
0.755102    0.244898   -0.074594   -0.061015    1.020415
0.775510    0.244898   -0.064890   -0.059727    1.020357
0.795918    0.244898   -0.055230   -0.057163    1.020185
0.816327    0.244898   -0.045825   -0.053397    1.019905
0.836735    0.244898   -0.036885   -0.048552    1.019526
0.857143    0.244898   -0.028606   -0.042801    1.019063
0.877551    0.244898   -0.021166   -0.036364    1.018533
0.897959    0.244898   -0.014717   -0.029505    1.017953
0.918367    0.244898   -0.009373   -0.022519    1.017343
0.938776    0.244898   -0.005212   -0.015729    1.016723
0.959184    0.244898   -0.002272   -0.009479    1.016109
0.979592    0.244898   -0.000549   -0.004119    1.015516
1.000000    0.244898    0.000000    0.000000    1.015228
0.000000    0.265306    0.000000    0.000000    1.017868
0.020408    0.265306   -0.000977    0.010556    1.017463
0.040816    0.265306   -0.003606    0.020265    1.016720
0.061224    0.265306   -0.007613    0.028991    1.016103
0.081633    0.265306   -0.012755    0.036660    1.015593
0.102041    0.265306   -0.018822    0.043248    1.015171
0.122449    0.265306   -0.025626    0.048767    1.014820
0.142857    0.265306   -0.033009    0.053250    1.014523
0.163265    0.265306   -0.040829    0.056744    1.014269
0.183673    0.265306   -0.048963    0.059300    1.014045
0.204082    0.265306   -0.057302    0.060971    1.013845
0.224490    0.265306   -0.065746    0.061802    1.013664
0.244898    0.265306   -0.074205    0.061832    1.013499
0.265306    0.265306   -0.082594    0.061092    1.013349
0.285714    0.265306   -0.090831    0.059605    1.013218
0.306122    0.265306   -0.098838    0.057386    1.013107
0.326531    0.265306   -0.106536    0.054448    1.013024
0.346939    0.265306   -0.113847    0.050801    1.012972
0.367347    0.265306   -0.120695    0.046458    1.012961
0.387755    0.265306   -0.127001    0.041435    1.012995
0.408163    0.265306   -0.132687    0.035757    1.013083
0.428571    0.265306   -0.137676    0.029457    1.013230
0.448980    0.265306   -0.141891    0.022584    1.013442
0.469388    0.265306   -0.145258    0.015199    1.013720
0.489796    0.265306   -0.147705    0.007381    1.014066
0.510204    0.265306   -0.149167   -0.000775    1.014479
0.530612    0.265306   -0.149583   -0.009156    1.014953
0.551020    0.265306   -0.148904   -0.017630    1.015480
0.571429    0.265306   -0.147091   -0.026050    1.016049
0.591837    0.265306   -0.144121   -0.034254    1.016645
0.612245    0.265306   -0.139989   -0.042067    1.017252
0.632653    0.265306   -0.134710   -0.049307    1.017849
0.653061    0.265306   -0.128325   -0.055788    1.018415
0.673469    0.265306   -0.120901   -0.061330    1.018929
0.693878    0.265306   -0.112538   -0.065762    1.019369
0.714286    0.265306   -0.103361   -0.068933    1.019716
0.734694    0.265306   -0.093530   -0.070720    1.019953
0.755102    0.265306   -0.083229   -0.071038    1.020070
0.775510    0.265306   -0.072670   -0.069848    1.020057
0.795918    0.265306   -0.062080   -0.067161    1.019914
0.816327    0.265306   -0.051698   -0.063048    1.019645
0.836735    0.265306   -0.041763   -0.057637    1.019259
0.857143    0.265306   -0.032505   -0.051118    1.018771
0.877551    0.265306   -0.024137   -0.043734    1.018198
0.897959    0.265306   -0.016841   -0.035779    1.017561
0.918367    0.265306   -0.010762   -0.027588    1.016882
0.938776    0.265306   -0.006005   -0.019526    1.016183
0.959184    0.265306   -0.002627   -0.011979    1.015484
0.979592    0.265306   -0.000637   -0.005339    1.014805
1.000000    0.265306    0.000000    0.000000    1.014472
0.000000    0.285714    0.000000    0.000000    1.017447
0.020408    0.285714   -0.001039    0.012419    1.017017
0.040816    0.285714   -0.003830    0.023689    1.016230
0.061224    0.285714   -0.008078    0.033708    1.015577
0.081633    0.285714   -0.013521    0.042434    1.015038
0.102041    0.285714   -0.019934    0.049874    1.014591
0.122449    0.285714   -0.027118    0.056066    1.014216
0.142857    0.285714   -0.034902    0.061066    1.013895
0.163265    0.285714   -0.043139    0.064941    1.013615
0.183673    0.285714   -0.051700    0.067761    1.013363
0.204082    0.285714   -0.060473    0.069589    1.013131
0.224490    0.285714   -0.069356    0.070482    1.012914
0.244898    0.285714   -0.078259    0.070486    1.012709
0.265306    0.285714   -0.087095    0.069637    1.012517
0.285714    0.285714   -0.095785    0.067960    1.012339
0.306122    0.285714   -0.104250    0.065473    1.012180
0.326531    0.285714   -0.112413    0.062190    1.012046
0.346939    0.285714   -0.120197    0.058120    1.011944
0.367347    0.285714   -0.127524    0.053275    1.011883
0.387755    0.285714   -0.134316    0.047672    1.011870
0.408163    0.285714   -0.140494    0.041335    1.011914
0.428571    0.285714   -0.145977    0.034298    1.012022
0.448980    0.285714   -0.150686    0.026610    1.012202
0.469388    0.285714   -0.154539    0.018334    1.012458
0.489796    0.285714   -0.157459    0.009552    1.012793
0.510204    0.285714   -0.159371    0.000364    1.013206
0.530612    0.285714   -0.160204   -0.009109    1.013693
0.551020    0.285714   -0.159897   -0.018726    1.014248
0.571429    0.285714   -0.158396   -0.028326    1.014859
0.591837    0.285714   -0.155663   -0.037732    1.015512
0.612245    0.285714   -0.151679   -0.046748    1.016189
0.632653    0.285714   -0.146443   -0.055169    1.016868
0.653061    0.285714   -0.139983   -0.062783    1.017525
0.673469    0.285714   -0.132356   -0.069378    1.018136
0.693878    0.285714   -0.123649   -0.074753    1.018675
0.714286    0.285714   -0.113989   -0.078724    1.019119
0.734694    0.285714   -0.103534   -0.081136    1.019447
0.755102    0.285714   -0.092479   -0.081875    1.019643
0.775510    0.285714   -0.081050   -0.080876    1.019694
0.795918    0.285714   -0.069496   -0.078136    1.019597
0.816327    0.285714   -0.058085   -0.073714    1.019353
0.836735    0.285714   -0.047090   -0.067744    1.018970
0.857143    0.285714   -0.036780   -0.060426    1.018463
0.877551    0.285714   -0.027404   -0.052029    1.017851
0.897959    0.285714   -0.019183   -0.042880    1.017156
0.918367    0.285714   -0.012298   -0.033354    1.016404
0.938776    0.285714   -0.006884   -0.023865    1.015620
0.959184    0.285714   -0.003021   -0.014848    1.014830
0.979592    0.285714   -0.000735   -0.006746    1.014054
1.000000    0.285714    0.000000    0.000000    1.013672
0.000000    0.306122    0.000000    0.000000    1.016862
0.020408    0.306122   -0.001094    0.014387    1.016410
0.040816    0.306122   -0.004029    0.027303    1.015584
0.061224    0.306122   -0.008490    0.038682    1.014899
0.081633    0.306122   -0.014202    0.048516    1.014332
0.102041    0.306122   -0.020924    0.056844    1.013860
0.122449    0.306122   -0.028446    0.063735    1.013461
0.142857    0.306122   -0.036592    0.069271    1.013115
0.163265    0.306122   -0.045205    0.073542    1.012806
0.183673    0.306122   -0.054153    0.076634    1.012522
0.204082    0.306122   -0.063322    0.078627    1.012255
0.224490    0.306122   -0.072608    0.079588    1.011997
0.244898    0.306122   -0.081920    0.079571    1.011747
0.265306    0.306122   -0.091174    0.078619    1.011505
0.285714    0.306122   -0.100290    0.076760    1.011275
0.306122    0.306122   -0.109191    0.074014    1.011060
0.326531    0.306122   -0.117802    0.070395    1.010868
0.346939    0.306122   -0.126048    0.065912    1.010707
0.367347    0.306122   -0.133850    0.060577    1.010587
0.387755    0.306122   -0.141133    0.054405    1.010518
0.408163    0.306122   -0.147815    0.047418    1.010509
0.428571    0.306122   -0.153814    0.039649    1.010571
0.448980    0.306122   -0.159047    0.031146    1.010712
0.469388    0.306122   -0.163428    0.021973    1.010939
0.489796    0.306122   -0.166873    0.012213    1.011256
0.510204    0.306122   -0.169297    0.001970    1.011664
0.530612    0.306122   -0.170618   -0.008630    1.012163
0.551020    0.306122   -0.170761   -0.019439    1.012746
0.571429    0.306122   -0.169659   -0.030284    1.013402
0.591837    0.306122   -0.167257   -0.040971    1.014118
0.612245    0.306122   -0.163517   -0.051287    1.014875
0.632653    0.306122   -0.158422   -0.061002    1.015648
0.653061    0.306122   -0.151980   -0.069876    1.016413
0.673469    0.306122   -0.144235   -0.077664    1.017140
0.693878    0.306122   -0.135262   -0.084129    1.017800
0.714286    0.306122   -0.125178   -0.089048    1.018365
0.734694    0.306122   -0.114143   -0.092230    1.018809
0.755102    0.306122   -0.102355   -0.093523    1.019108
0.775510    0.306122   -0.090054   -0.092831    1.019248
0.795918    0.306122   -0.077513   -0.090126    1.019218
0.816327    0.306122   -0.065030   -0.085453    1.019017
0.836735    0.306122   -0.052913   -0.078942    1.018651
0.857143    0.306122   -0.041474   -0.070804    1.018135
0.877551    0.306122   -0.031007   -0.061331    1.017488
0.897959    0.306122   -0.021777   -0.050885    1.016737
0.918367    0.306122   -0.014006   -0.039887    1.015910
0.938776    0.306122   -0.007864   -0.028804    1.015036
0.959184    0.306122   -0.003462   -0.018127    1.014145
0.979592    0.306122   -0.000846   -0.008360    1.013264
1.000000    0.306122    0.000000    0.000000    1.012828
0.000000    0.326531    0.000000    0.000000    1.016102
0.020408    0.326531   -0.001142    0.016447    1.015631
0.040816    0.326531   -0.004200    0.031085    1.014770
0.061224    0.326531   -0.008846    0.043881    1.014057
0.081633    0.326531   -0.014790    0.054868    1.013465
0.102041    0.326531   -0.021781    0.064119    1.012969
0.122449    0.326531   -0.029600    0.071734    1.012545
0.142857    0.326531   -0.038062    0.077824    1.012172
0.163265    0.326531   -0.047006    0.082503    1.011833
0.183673    0.326531   -0.056298    0.085878    1.011514
0.204082    0.326531   -0.065818    0.088044    1.011206
0.224490    0.326531   -0.075465    0.089081    1.010903
0.244898    0.326531   -0.085147    0.089052    1.010602
0.265306    0.326531   -0.094781    0.088007    1.010304
0.285714    0.326531   -0.104289    0.085977    1.010013
0.306122    0.326531   -0.113597    0.082985    1.009734
0.326531    0.326531   -0.122631    0.079046    1.009475
0.346939    0.326531   -0.131318    0.074168    1.009246
0.367347    0.326531   -0.139584    0.068360    1.009058
0.387755    0.326531   -0.147351    0.061637    1.008922
0.408163    0.326531   -0.154540    0.054017    1.008850
0.428571    0.326531   -0.161067    0.045531    1.008855
0.448980    0.326531   -0.166847    0.036224    1.008946
0.469388    0.326531   -0.171788    0.026160    1.009134
0.489796    0.326531   -0.175801    0.015420    1.009424
0.510204    0.326531   -0.178792    0.004109    1.009822
0.530612    0.326531   -0.180668   -0.007644    1.010327
0.551020    0.326531   -0.181341   -0.019684    1.010935
0.571429    0.326531   -0.180726   -0.031830    1.011637
0.591837    0.326531   -0.178752   -0.043874    1.012420
0.612245    0.326531   -0.175360   -0.055584    1.013264
0.632653    0.326531   -0.170512   -0.066705    1.014145
0.653061    0.326531   -0.164198   -0.076969    1.015033
0.673469    0.326531   -0.156439   -0.086097    1.015898
0.693878    0.326531   -0.147295   -0.093810    1.016704
0.714286    0.326531   -0.136871   -0.099843    1.017417
0.734694    0.326531   -0.125319   -0.103959    1.018005
0.755102    0.326531   -0.112841   -0.105963    1.018438
0.775510    0.326531   -0.099688   -0.105717    1.018694
0.795918    0.326531   -0.086152   -0.103160    1.018757
0.816327    0.326531   -0.072563   -0.098315    1.018622
0.836735    0.326531   -0.059269   -0.091300    1.018293
0.857143    0.326531   -0.046627   -0.082333    1.017781
0.877551    0.326531   -0.034983   -0.071727    1.017109
0.897959    0.326531   -0.024653   -0.059881    1.016305
0.918367    0.326531   -0.015908   -0.047266    1.015402
0.938776    0.326531   -0.008962   -0.034409    1.014433
0.959184    0.326531   -0.003959   -0.021866    1.013433
0.979592    0.326531   -0.000972   -0.010208    1.012434
1.000000    0.326531    0.000000    0.000000    1.011939
0.000000    0.346939    0.000000    0.000000    1.015158
0.020408    0.346939   -0.001180    0.018586    1.014672
0.040816    0.346939   -0.004341    0.035008    1.013782
0.061224    0.346939   -0.009141    0.049272    1.013043
0.081633    0.346939   -0.015279    0.061451    1.012429
0.102041    0.346939   -0.022496    0.071654    1.011910
0.122449    0.346939   -0.030566    0.080016    1.011462
0.142857    0.346939   -0.039296    0.086677    1.011060
0.163265    0.346939   -0.048523    0.091778    1.010688
0.183673    0.346939   -0.058107    0.095446    1.010330
0.204082    0.346939   -0.067931    0.097794    1.009977
0.224490    0.346939   -0.077891    0.098917    1.009623
0.244898    0.346939   -0.087896    0.098887    1.009265
0.265306    0.346939   -0.097865    0.097761    1.008904
0.285714    0.346939   -0.107722    0.095575    1.008544
0.306122    0.346939   -0.117398    0.092356    1.008191
0.326531    0.346939   -0.126820    0.088116    1.007856
0.346939    0.346939   -0.135919    0.082865    1.007548
0.367347    0.346939   -0.144624    0.076610    1.007280
0.387755    0.346939   -0.152858    0.069361    1.007065
0.408163    0.346939   -0.160544    0.061134    1.006918
0.428571    0.346939   -0.167598    0.051955    1.006852
0.448980    0.346939   -0.173933    0.041867    1.006881
0.469388    0.346939   -0.179456    0.030928    1.007017
0.489796    0.346939   -0.184070    0.019217    1.007270
0.510204    0.346939   -0.187673    0.006837    1.007646
0.530612    0.346939   -0.190163   -0.006081    1.008149
0.551020    0.346939   -0.191438   -0.019381    1.008777
0.571429    0.346939   -0.191397   -0.032872    1.009523
0.591837    0.346939   -0.189950   -0.046337    1.010375
0.612245    0.346939   -0.187015   -0.059527    1.011312
0.632653    0.346939   -0.182533   -0.072164    1.012311
0.653061    0.346939   -0.176469   -0.083949    1.013340
0.673469    0.346939   -0.168819   -0.094567    1.014363
0.693878    0.346939   -0.159622   -0.103697    1.015340
0.714286    0.346939   -0.148964   -0.111024    1.016231
0.734694    0.346939   -0.136987   -0.116259    1.016996
0.755102    0.346939   -0.123888   -0.119154    1.017597
0.775510    0.346939   -0.109925   -0.119520    1.018003
0.795918    0.346939   -0.095408   -0.117251    1.018193
0.816327    0.346939   -0.080697   -0.112337    1.018154
0.836735    0.346939   -0.066182   -0.104878    1.017885
0.857143    0.346939   -0.052271   -0.095090    1.017397
0.877551    0.346939   -0.039365   -0.083305    1.016713
0.897959    0.346939   -0.027842   -0.069960    1.015862
0.918367    0.346939   -0.018029   -0.055579    1.014882
0.938776    0.346939   -0.010192   -0.040754    1.013814
0.959184    0.346939   -0.004519   -0.026117    1.012697
0.979592    0.346939   -0.001114   -0.012319    1.011569
1.000000    0.346939    0.000000    0.000000    1.011006
0.000000    0.367347    0.000000    0.000000    1.014022
0.020408    0.367347   -0.001210    0.020788    1.013524
0.040816    0.367347   -0.004451    0.039045    1.012611
0.061224    0.367347   -0.009371    0.054820    1.011852
0.081633    0.367347   -0.015664    0.068224    1.011217
0.102041    0.367347   -0.023061    0.079405    1.010677
0.122449    0.367347   -0.031332    0.088533    1.010203
0.142857    0.367347   -0.040278    0.095781    1.009772
0.163265    0.367347   -0.049734    0.101315    1.009364
0.183673    0.367347   -0.059558    0.105286    1.008964
0.204082    0.367347   -0.069630    0.107827    1.008562
0.224490    0.367347   -0.079847    0.109045    1.008151
0.244898    0.367347   -0.090121    0.109026    1.007729
0.265306    0.367347   -0.100372    0.107834    1.007297
0.285714    0.367347   -0.110528    0.105510    1.006860
0.306122    0.367347   -0.120521    0.102083    1.006425
0.326531    0.367347   -0.130286    0.097567    1.006002
0.346939    0.367347   -0.139754    0.091971    1.005603
0.367347    0.367347   -0.148859    0.085299    1.005243
0.387755    0.367347   -0.157529    0.077557    1.004936
0.408163    0.367347   -0.165688    0.068757    1.004698
0.428571    0.367347   -0.173253    0.058920    1.004547
0.448980    0.367347   -0.180138    0.048082    1.004499
0.469388    0.367347   -0.186246    0.036297    1.004568
0.489796    0.367347   -0.191478    0.023637    1.004768
0.510204    0.367347   -0.195726    0.010202    1.005110
0.530612    0.367347   -0.198878   -0.003880    1.005599
0.551020    0.367347   -0.200818   -0.018451    1.006237
0.571429    0.367347   -0.201432   -0.033319    1.007021
0.591837    0.367347   -0.200607   -0.048256    1.007939
0.612245    0.367347   -0.198243   -0.063000    1.008974
0.632653    0.367347   -0.194252   -0.077252    1.010099
0.653061    0.367347   -0.188572   -0.090684    1.011283
0.673469    0.367347   -0.181173   -0.102944    1.012485
0.693878    0.367347   -0.172064   -0.113664    1.013660
0.714286    0.367347   -0.161307   -0.122478    1.014761
0.734694    0.367347   -0.149025   -0.129036    1.015739
0.755102    0.367347   -0.135405   -0.133025    1.016547
0.775510    0.367347   -0.120704   -0.134198    1.017144
0.795918    0.367347   -0.105248   -0.132388    1.017499
0.816327    0.367347   -0.089422   -0.127541    1.017591
0.836735    0.367347   -0.073660   -0.119726    1.017414
0.857143    0.367347   -0.058424   -0.109149    1.016975
0.877551    0.367347   -0.044178   -0.096155    1.016296
0.897959    0.367347   -0.031368   -0.081217    1.015409
0.918367    0.367347   -0.020389   -0.064916    1.014357
0.938776    0.367347   -0.011569   -0.047919    1.013186
0.959184    0.367347   -0.005150   -0.030943    1.011943
0.979592    0.367347   -0.001277   -0.014726    1.010671
1.000000    0.367347    0.000000    0.000000    1.010033
0.000000    0.387755    0.000000    0.000000    1.012691
0.020408    0.387755   -0.001231    0.023037    1.012184
0.040816    0.387755   -0.004528    0.043169    1.011254
0.061224    0.387755   -0.009535    0.060486    1.010478
0.081633    0.387755   -0.015941    0.075141    1.009826
0.102041    0.387755   -0.023470    0.087322    1.009265
0.122449    0.387755   -0.031889    0.097233    1.008766
0.142857    0.387755   -0.040997    0.105080    1.008304
0.163265    0.387755   -0.050624    0.111057    1.007858
0.183673    0.387755   -0.060627    0.115342    1.007412
0.204082    0.387755   -0.070887    0.118083    1.006956
0.224490    0.387755   -0.081300    0.119408    1.006483
0.244898    0.387755   -0.091781    0.119412    1.005991
0.265306    0.387755   -0.102252    0.118168    1.005480
0.285714    0.387755   -0.112644    0.115725    1.004958
0.306122    0.387755   -0.122895    0.112113    1.004430
0.326531    0.387755   -0.132942    0.107349    1.003909
0.346939    0.387755   -0.142724    0.101439    1.003407
0.367347    0.387755   -0.152177    0.094385    1.002940
0.387755    0.387755   -0.161234    0.086189    1.002526
0.408163    0.387755   -0.169823    0.076858    1.002182
0.428571    0.387755   -0.177866    0.066405    1.001929
0.448980    0.387755   -0.185275    0.054861    1.001785
0.469388    0.387755   -0.191956    0.042269    1.001770
0.489796    0.387755   -0.197806    0.028697    1.001900
0.510204    0.387755   -0.202713    0.014237    1.002190
0.530612    0.387755   -0.206558   -0.000990    1.002649
0.551020    0.387755   -0.209214   -0.016827    1.003285
0.571429    0.387755   -0.210552   -0.033083    1.004097
0.591837    0.387755   -0.210441   -0.049526    1.005076
0.612245    0.387755   -0.208757   -0.065882    1.006206
0.632653    0.387755   -0.205387   -0.081834    1.007464
0.653061    0.387755   -0.200238   -0.097029    1.008814
0.673469    0.387755   -0.193246   -0.111076    1.010214
0.693878    0.387755   -0.184388   -0.123562    1.011614
0.714286    0.387755   -0.173695   -0.134063    1.012959
0.734694    0.387755   -0.161261   -0.142162    1.014189
0.755102    0.387755   -0.147255   -0.147475    1.015247
0.775510    0.387755   -0.131926   -0.149677    1.016081
0.795918    0.387755   -0.115606   -0.148533    1.016647
0.816327    0.387755   -0.098703   -0.143924    1.016914
0.836735    0.387755   -0.081693   -0.135876    1.016867
0.857143    0.387755   -0.065093   -0.124572    1.016509
0.877551    0.387755   -0.049438   -0.110361    1.015858
0.897959    0.387755   -0.035251   -0.093749    1.014951
0.918367    0.387755   -0.023007   -0.075377    1.013832
0.938776    0.387755   -0.013107   -0.055993    1.012557
0.959184    0.387755   -0.005859   -0.036410    1.011179
0.979592    0.387755   -0.001460   -0.017468    1.009750
1.000000    0.387755    0.000000    0.000000    1.009029
0.000000    0.408163    0.000000    0.000000    1.011161
0.020408    0.408163   -0.001242    0.025316    1.010648
0.040816    0.408163   -0.004572    0.047349    1.009707
0.061224    0.408163   -0.009631    0.066233    1.008919
0.081633    0.408163   -0.016105    0.082158    1.008251
0.102041    0.408163   -0.023718    0.095354    1.007671
0.122449    0.408163   -0.032231    0.106060    1.007147
0.142857    0.408163   -0.041443    0.114516    1.006652
0.163265    0.408163   -0.051180    0.120945    1.006166
0.183673    0.408163   -0.061299    0.125549    1.005672
0.204082    0.408163   -0.071679    0.128500    1.005159
0.224490    0.408163   -0.082221    0.129939    1.004619
0.244898    0.408163   -0.092838    0.129978    1.004050
0.265306    0.408163   -0.103457    0.128697    1.003455
0.285714    0.408163   -0.114014    0.126153    1.002838
0.306122    0.408163   -0.124449    0.122380    1.002208
0.326531    0.408163   -0.134706    0.117396    1.001577
0.346939    0.408163   -0.144730    0.111206    1.000959
0.367347    0.408163   -0.154462    0.103810    1.000372
0.387755    0.408163   -0.163841    0.095204    0.999834
0.408163    0.408163   -0.172800    0.085388    0.999368
0.428571    0.408163   -0.181265    0.074371    0.998994
0.448980    0.408163   -0.189153    0.062173    0.998736
0.469388    0.408163   -0.196372    0.048828    0.998615
0.489796    0.408163   -0.202819    0.034394    0.998654
0.510204    0.408163   -0.208379    0.018954    0.998872
0.530612    0.408163   -0.212929    0.002621    0.999283
0.551020    0.408163   -0.216333   -0.014457    0.999899
0.571429    0.408163   -0.218450   -0.032091    1.000723
0.591837    0.408163   -0.219132   -0.050050    1.001752
0.612245    0.408163   -0.218233   -0.068053    1.002974
0.632653    0.408163   -0.215612   -0.085771    1.004364
0.653061    0.408163   -0.211144   -0.102826    1.005889
0.673469    0.408163   -0.204729   -0.118794    1.007504
0.693878    0.408163   -0.196306   -0.133215    1.009153
0.714286    0.408163   -0.185867   -0.145605    1.010774
0.734694    0.408163   -0.173468   -0.155475    1.012297
0.755102    0.408163   -0.159250   -0.162360    1.013653
0.775510    0.408163   -0.143442   -0.165847    1.014775
0.795918    0.408163   -0.126374   -0.165611    1.015605
0.816327    0.408163   -0.108471   -0.161454    1.016098
0.836735    0.408163   -0.090242   -0.153337    1.016228
0.857143    0.408163   -0.072265   -0.141404    1.015990
0.877551    0.408163   -0.055150   -0.125997    1.015399
0.897959    0.408163   -0.039504   -0.107648    1.014491
0.918367    0.408163   -0.025897   -0.087060    1.013317
0.938776    0.408163   -0.014818   -0.065067    1.011939
0.959184    0.408163   -0.006654   -0.042590    1.010419
0.979592    0.408163   -0.001668   -0.020585    1.008819
1.000000    0.408163    0.000000    0.000000    1.008005
0.000000    0.428571    0.000000    0.000000    1.009431
0.020408    0.428571   -0.001244    0.027608    1.008916
0.040816    0.428571   -0.004582    0.051558    1.007970
0.061224    0.428571   -0.009658    0.072020    1.007174
0.081633    0.428571   -0.016158    0.089228    1.006494
0.102041    0.428571   -0.023804    0.103448    1.005895
0.122449    0.428571   -0.032356    0.114957    1.005346
0.142857    0.428571   -0.041610    0.124028    1.004819
0.163265    0.428571   -0.051393    0.130914    1.004292
